Accession Number	Subject	Title	Author	Scribe	Date of the work	Date of the Ms.	Place of the work	Place of the Ms.	Size	Extent	Language	Script	Remarks	Observations
SDPB0874	Nataka	अभिज्ञानशाकुन्तल	कालिदास	छात्र भाण		V.S. 1919		नवीनपुर	11.1"x4.1"	60	Sanskrit	Devanagari		
SDPB0875	Grammar	लघुव्याकरणसिद्धान्तमञ्जूषा	नागेश भट्ट						10"x4.5"	149	Sanskrit	Devanagari		
SDPB0876	Rhetorics	कुवलयानन्द अलङ्कारचन्द्रिकासहित	अप्पय्य दीक्षित, वैद्यनाथ						9.8"x4.6"	2	Sanskrit	Devanagari		
SDPB0877	Vedanta	स्फोटतत्त्व	कृष्ण शेष						9.9"x4.4"	12	Sanskrit	Devanagari		
SDPB0878	Purana	श्रीमद्भागवत भावार्थदीपिकासहित	श्रीधरस्वामी			V.S. 1720			11"x5"	234	Sanskrit	Devanagari	Folio 1 is missing. Begins abruptly.	
SDPB0879	Purana	भागवतदीपिका (१० स्कन्ध)	श्रीधरस्वामी			V.S. 1731			11"x4.8"	531	Sanskrit	Devanagari		
SDPB0880	Tantra Ritual	नित्यक्रम							6.6"x3.3"	5	Sanskrit	Devanagari		
SDPB0881	Rhetorics	चन्द्रालोक							6.3"x4.4"	18	Marathi	Devanagari		Not scanned.
SDPB0882	Vedic Literature	कुण्डपूजा							9.7"x4.5"	6	Sanskrit	Devanagari		
SDPB0883	Tantra Ritual	बटुकभैरवपञ्जर		कमलाशङ्कर पण्ड्या		V.S. 1889			6.6"x4.2"	5	Sanskrit	Devanagari		
SDPB0884	Nataka	मुद्राराक्षस	विशाखदत्त						11"x4.8"	41	Sanskrit	Devanagari	Folio 1 is missing. Begins abruptly.	
SDPB0885	Purana Ritual	पार्थिवलिङ्गोद्यापन							5.8"x4.2"	3	Sanskrit	Devanagari		
SDPB0886	Grammar	वैयाकरणभूषणसार	कोण्ड भट्ट			V.S. 1821			9.9"x4.5"	37	Sanskrit	Devanagari		
SDPB0887	Kavya	सुभाषितसङ्ग्रह							7.7"x4.5"	8	Sanskrit	Devanagari		
SDPB0888	Nataka	मालतीमाधव सटीक	जगद्धर						8"x4.2"	3	Sanskrit	Devanagari	Ends abruptly.	
SDPB0889	Purana	a. रामगीता (५ सर्ग), b. रामगीता (५ अध्याय)		दामोदर		V.S. 1650			9.6"x3.4"	18	Sanskrit	Devanagari		
SDPB0890	Tantra Ritual	त्रियम्बकपूजाविधि							7.5"x4.2"	2	Sanskrit	Devanagari		
SDPB0891	Lexicography	अमरकोश	अमरसिंह						7.7"x6.2"	57	Sanskrit	Devanagari		
SDPB0892	Tantra	गीत	नारायणतीर्थ						7.6"x4.1"	2	Sanskrit	Devanagari		
SDPB0893	Purana	श्रीमद्भागवत (६ स्कन्ध)				V.S. 1562			11.5"x5"	159	Sanskrit	Devanagari		
SDPB0894	Stotra	आवाहनमन्त्राः							7.6"x4.2"	2	Sanskrit	Devanagari		
SDPB0895	Tantra Ritual	नामपारायणपद्धति							6.4"x3.8"	26	Sanskrit	Devanagari		
SDPB0896	Vedanta	पञ्चीकरणवार्तिक	सुरेश्वराचार्य						6.3"x4"	8	Sanskrit	Devanagari		
SDPB0897	Stotra	बालासहस्रनामस्तवराज							5.6"x3.8"	37	Sanskrit	Devanagari		
SDPB0898	Tantra Ritual	नित्यक्रम							6.6"x3.6"	14	Sanskrit	Devanagari		
SDPB0899	Tantra Ritual	बटुकभैरवकवच		पण्ड्या कमलाशङ्कर		V.S. 1890			6.6"x4.2"	7	Sanskrit	Devanagari		
SDPB0900	Kavya	कुमारसम्भव सटीक (सर्ग १)	मल्लिनाथ						9.7"x4.7"	1	Sanskrit	Devanagari	Ends abruptly.	
SDPB0901	Stotra	मन्त्रपाठ		शिवशङ्कर		V.S. 1717			7.8"x4.2"	25	Sanskrit	Devanagari		
SDPB0902	Stotra	गणेशसहस्रनाम				V.S. 1576			6.6"x3.5"	8	Sanskrit	Devanagari		
SDPB0903	Stotra	गणपतिपूजा							7.6"x4.1"	3	Sanskrit	Devanagari		
SDPB0904	Stotra	ततातकास्तोत्र							7.6"x4.2"	6	Sanskrit	Devanagari	Folio 1 is missing. Begins abruptly.	
SDPB0905	Stotra	महासरस्वतीस्तोत्र							6.4"x4.2"	7	Sanskrit	Devanagari		
SDPB0906	Tantra	पूजाग्रन्थ				V.S. 1780			7.6"x4.2"	5	Sanskrit	Devanagari	Folio 1 is missing. Begins abruptly.	Not scanned.
SDPB0907	Stotra	भारतसावित्रीस्तोत्र		रविदत्त					6.4"x4"	5	Sanskrit	Devanagari		
SDPB0908	Stotra	रामरक्षा							6.9"x3.9"	5	Sanskrit	Devanagari		
SDPB0909	Stotra	शापविमोचन							6"x3"	2	Sanskrit	Devanagari		
SDPB0910	Stotra	वशीकरणमन्त्र							9.9"x4.4"	1	Sanskrit	Devanagari		
SDPB0911	Vedanta	ज्ञाननौका	आचार्य	देवशङ्कर दीक्षित					4.6"x4"	3	Sanskrit	Devanagari		
SDPB0912	Stotra	नारायण अष्टाक्षरीजप							4"x3.2"	6	Sanskrit	Devanagari		
SDPB0913	Stotra	स्तोत्र				V.S. 1856			4.2"x2.8"	12	Sanskrit	Devanagari		
SDPB0914	Purana	गणेशगीता							6.3"x3.9"	15	Sanskrit	Devanagari		
SDPB0915	Stotra	सरस्वतीस्तोत्र		काशीराम त्रवाडी		V.S. 1829			6.3"x3.9"	4	Sanskrit	Devanagari		
SDPB0916	Stotra	भुवनेश्वरीस्तोत्र	पृथ्वीधराचार्य			V.S. 1618			6.5"x3.3"	14	Sanskrit	Devanagari		
SDPB0917	Stotra	दक्षिणामूर्तिस्तोत्र							6.6"x3.5"	6	Sanskrit	Devanagari		
SDPB0918	Stotra	श्रीवासुदेवसहस्रनाम				V.S. 1745			6.7"x3.6"	25	Sanskrit	Devanagari		
SDPB0919	Stotra	a. मातङ्गीमन्त्र, b. योगिनीमन्त्र							6.7"x4.4"	2	Sanskrit	Devanagari		
SDPB0920	Jyotisha	मण्डपमुहूर्त							7.4"x3.9"	43	Sanskrit	Devanagari		
SDPB0921	Stotra	पाशुपतास्त्रमहामन्त्र							7.5"x4.2"	1	Sanskrit	Devanagari		
SDPB0922	Tantra Ritual	दक्षिणामूर्तिपूजाविधि							7.4"x4.2"	47	Sanskrit	Devanagari		
SDPB0923	Stotra	द्वात्रिंशन्महापराध							7.7"x4.2"	2	Sanskrit	Devanagari		
SDPB0924	Stotra	a. सूर्यस्तोत्र, b. हनुमत्कवचस्तोत्र	a. साम्ब			b. V.S. 1723			6.4"x3.4"	8	Sanskrit	Devanagari		
SDPB0925	Stotra	मानसस्नानस्तोत्र							5.4"x3.1"	4	Sanskrit	Devanagari		
SDPB0926	Vedic Ritual	परापूजा							5.4"x3.4"	6	Sanskrit	Devanagari	Folios 1-2 are missing. Begins abruptly.	
SDPB0927	Stotra	शीतलास्तोत्र		जीवराम		V.S. 1823			6.5"x4.2"	4	Sanskrit	Devanagari		
SDPB0928	Stotra	ललितास्तवराज (९ अध्याय)		विद्याराम रावल					7.7"x3.8"	2	Sanskrit	Devanagari		
SDPB0929											Sanskrit	Devanagari		Not scanned.
SDPB0930	Stotra	सिद्धसारस्वत	शकलागमाचार्य	रामशङ्कर मायाशङ्कर		V.S. 1864		अहमदाबाद	5.3"x3.7"	15	Sanskrit	Devanagari		
SDPB0931	Stotra	पञ्चरत्नस्तोत्र	शङ्कराचार्य						5.8"x3.4"	1	Sanskrit	Devanagari		
SDPB0932	Stotra	गङ्गासहस्रनाम		शिवदेव द्वे		V.S. 1829			6.6"x3.9"	35	Sanskrit	Devanagari		
SDPB0933	Stotra	गायत्रीतत्त्वस्तोत्र		दुर्ल्लभ		V.S. 1820			5.9"x3.7"	7	Sanskrit	Devanagari		
SDPB0934	Stotra	हनुमानकवच							6.6"x4"	3	Sanskrit	Devanagari		
SDPB0935	Stotra	बटुकस्तवराज							7"x4"	4	Sanskrit	Devanagari		
SDPB0936	Stotra	दिव्यसहस्रनामस्तोत्र		मनीराम वैष्णो देवजी		V.S. 1778			5.5"x3.9"	26	Sanskrit	Devanagari		
SDPB0937	Stotra	गायत्रीहृदयस्तोत्र							4.5"x2.9"	17	Sanskrit	Devanagari	Folio 3 is missing.	
SDPB0938	Stotra	गायत्रीकवच							6.6"x3.9"	2	Sanskrit	Devanagari		
SDPB0939	Stotra	गायत्रीसहस्रनाम		शिवदत्त		V.S. 1795		जीर्णगढ	7.2"x3.8"	7	Sanskrit	Devanagari		
SDPB0940	Stotra	गायत्रीपञ्जरस्तोत्र		शिवदत्त		V.S. 1794			7.2"x3.7"	5	Sanskrit	Devanagari		
SDPB0941	Stotra	स्तोत्र							7.6"x4.2"	1	Sanskrit	Devanagari		
SDPB0942	Stotra	गायत्रीपटल							7.2"x3.7"	2	Sanskrit	Devanagari		
SDPB0943	Stotra	भुवनेश्वरीकवच							6.6"x3.6"	3	Sanskrit	Devanagari		
SDPB0944	Vedic Ritual	उपाकर्मोत्सर्जनप्रयोग							10"x4.5"	14	Sanskrit	Devanagari		
SDPB0945	Vedic Ritual	शाङ्खायनवास्तुपद्धति							9.6"x4.5"	19	Sanskrit	Devanagari		
SDPB0946	Architecture	वास्तुपद्धति							9.7"x4.5"	16	Sanskrit	Devanagari	Folios 20-35 only.	
SDPB0947	Purana Ritual	दीपदानप्रयोग		रामजी		V.S. 1850			9.5"x4.3"	5	Sanskrit	Devanagari		
SDPB0948	Dharmashastra	a. गोमुखप्रसवविधि, b. गोमुखप्रसवप्रयोग		भद्रशङ्कर दीक्षित		V.S. 1866			10"x4.5"	3	Sanskrit	Devanagari		
SDPB0949	Dharmashastra	षट्पिण्डविधि		रमाशङ्कर मायाशङ्कर					9.8"x4.6"	5	Sanskrit	Devanagari		
SDPB0950	Architecture	वास्तुपद्धति		दयाराम शर्मन्					8.8"x5"	14	Sanskrit	Devanagari		
SDPB0951	Purana	गणेशगीता							6.8"x4.2"	6	Sanskrit	Devanagari		
SDPB0952	Nyaya	व्युत्पत्तिवाद	गदाधर						11"x4.8"	133	Sanskrit	Devanagari		Classified in clubbed category of nyaya-vaisheshika. Changed to nyaya.
SDPB0953	Vedanta	वेदान्तग्रन्थ							10.5"x4.8"	50	Sanskrit	Devanagari		
SDPB0954	Kavya	महाभारत हरिवंश	वेदव्यास			V.S. 1751			10.4"x6.2"	619	Sanskrit	Devanagari	Folios 1-50 are missing. Begins abruptly.	
SDPB0955	Vedanta	वेदान्तग्रन्थ							11"x4.5"	99	Sanskrit	Devanagari	Begins and ends abruptly.	
SDPB0956	Nyaya	गादाधरी	गदाधर						10.4"x4.8"	4	Sanskrit	Devanagari	Folios 20-23 only. Begins and ends abruptly.	
SDPB0957	Vedanta	वेदान्तग्रन्थ							10.4"x4.4"	89	Sanskrit	Devanagari	Begins and ends abruptly.	
SDPB0958	Kavya	रामायण तत्त्वदीपिका (अयोध्याकाण्ड)	वाल्मीकि, महेश्वर			V.S. 1722			16"x6.8"	201	Sanskrit	Devanagari		
SDPB0959	Kavya	रामायण तत्त्वदीपिका (किष्किन्धाकाण्ड)	वाल्मीकि, महेश्वर						16"x6.8"	64	Sanskrit	Devanagari		
SDPB0960	Kavya	रामायण तत्त्वदीपिका (सुन्दरकाण्ड)	वाल्मीकि, महेश्वर			V.S. 1723			16"x6.8"	82	Sanskrit	Devanagari		Scan wrongly kept in 961 folder.
